Date,Open,High,Low,Close,Volume,Market_Cap,Ticker,IndClass_Sector,IndClass_Industry,Typical_Price,Return,VWAP_5
2024-07-29,544.299987792969,544.299987792969,535.190002441406,536.609985351562,1590600.0,191845416960.0,ADBE,Technology,Software - Application,538.699991861979,-0.0107477639252347,539.597896876427
2024-07-30,541.849975585938,543.669982910156,530.950012207031,538.710021972656,1566900.0,191845416960.0,ADBE,Technology,Software - Application,537.776672363281,0.0039135250524982,537.038416289168
2024-07-31,547.049987792969,555.549987792969,543.77001953125,551.650024414062,2776000.0,191845416960.0,ADBE,Technology,Software - Application,550.32334391276,0.0240203484502146,541.100999868798
2024-08-01,549.989990234375,561.97998046875,540.239990234375,546.409973144531,2075400.0,191845416960.0,ADBE,Technology,Software - Application,549.543314615885,-0.0094988689162059,544.336814218455
2024-08-02,535.780029296875,536.840026855469,519.679992675781,526.169982910156,2729100.0,191845416960.0,ADBE,Technology,Software - Application,527.563334147135,-0.0370417657604162,540.83547849304
2024-08-05,504.230010986328,515.900024414062,500.0,509.320007324219,3432200.0,191845416960.0,ADBE,Technology,Software - Application,508.406677246094,-0.0320238252527115,532.257667862782
2024-08-06,513.690002441406,519.159973144531,509.010009765625,514.200012207031,2076300.0,191845416960.0,ADBE,Technology,Software - Application,514.123331705729,0.0095814121036592,528.720342603807
2024-08-07,520.950012207031,531.010009765625,512.859985351562,513.619995117188,1663700.0,191845416960.0,ADBE,Technology,Software - Application,519.163330078125,-0.0011279989810842,522.385548096753
2024-08-08,520.590026855469,531.070007324219,519.559997558594,530.239990234375,2155100.0,191845416960.0,ADBE,Technology,Software - Application,526.956665039063,0.0323585438168057,518.527678872819
2024-08-09,528.02001953125,537.280029296875,528.02001953125,536.299987792969,1272600.0,191845416960.0,ADBE,Technology,Software - Application,533.866678873698,0.0114287825705401,518.042882279642
2024-08-12,536.039978027344,538.080017089844,525.77001953125,530.929992675781,1450300.0,191845416960.0,ADBE,Technology,Software - Application,531.593343098958,-0.0100130435193315,524.160962604822
2024-08-13,530.929992675781,537.719970703125,527.900024414062,535.219970703125,3063900.0,191845416960.0,ADBE,Technology,Software - Application,533.613321940104,0.0080801199527706,529.345669109689
2024-08-14,536.619995117188,542.919982910156,533.200012207031,539.789978027344,1915600.0,191845416960.0,ADBE,Technology,Software - Application,538.636657714844,0.0085385590493107,532.869704130622
2024-08-15,545.190002441406,557.219970703125,545.010009765625,554.159973144531,2182400.0,191845416960.0,ADBE,Technology,Software - Application,552.12998453776,0.026621455940516,538.411225102899
2024-08-16,552.349975585938,554.760009765625,547.799987792969,553.460021972656,1541600.0,191845416960.0,ADBE,Technology,Software - Application,552.006673177083,-0.0012630850400529,541.044931920292
2024-08-19,550.590026855469,563.77001953125,550.590026855469,563.119995117188,1423300.0,191845416960.0,ADBE,Technology,Software - Application,559.160013834636,0.0174537866531022,544.944568069546
2024-08-20,564.47998046875,568.179992675781,559.609985351562,562.25,1219600.0,191845416960.0,ADBE,Technology,Software - Application,563.346659342448,-0.0015449551156622,551.845986183935
2024-08-21,562.130004882812,566.599975585938,557.909973144531,565.789978027344,1401700.0,191845416960.0,ADBE,Technology,Software - Application,563.433308919271,0.0062960925341821,557.193891841777
2024-08-22,567.070007324219,572.0,555.650024414062,557.440002441406,1627700.0,191845416960.0,ADBE,Technology,Software - Application,561.696675618489,-0.0147580832291349,559.741841280172
2024-08-23,565.450012207031,566.52001953125,552.5,558.299987792969,2023500.0,191845416960.0,ADBE,Technology,Software - Application,559.106669108073,0.0015427406497496,561.124317989219
2024-08-26,555.030029296875,560.260009765625,555.030029296875,559.440002441406,1387500.0,191845416960.0,ADBE,Technology,Software - Application,558.243347167969,0.0020419392322461,560.967457295842
2024-08-27,554.400024414062,569.52001953125,554.340026855469,567.820007324219,1404400.0,191845416960.0,ADBE,Technology,Software - Application,563.893351236979,0.0149792736419321,561.121374621318
2024-08-28,568.219970703125,569.590026855469,557.669982910156,560.539978027344,1289700.0,191845416960.0,ADBE,Technology,Software - Application,562.59999593099,-0.0128210158201033,560.948906640463
2024-08-29,567.049987792969,578.400024414062,567.049987792969,569.630004882812,1955600.0,191845416960.0,ADBE,Technology,Software - Application,571.693339029948,0.0162165540582095,563.404607561641
2024-08-30,572.200012207031,575.650024414062,568.289978027344,574.409973144531,1983000.0,191845416960.0,ADBE,Technology,Software - Application,572.783325195312,0.0083913561798809,566.807873755547
2024-09-03,576.299987792969,586.700012207031,566.789978027344,571.039978027344,2757900.0,191845416960.0,ADBE,Technology,Software - Application,574.843322753906,-0.0058668812777369,570.433227346674
2024-09-04,568.869995117188,578.859985351562,565.760009765625,575.25,1615800.0,191845416960.0,ADBE,Technology,Software - Application,573.289998372396,0.0073725520710468,571.870487566609
2024-09-05,570.75,573.390014648438,562.530029296875,567.929992675781,1573600.0,191845416960.0,ADBE,Technology,Software - Application,567.950012207031,-0.012724914948664,572.455855923221
2024-09-06,570.900024414062,573.309997558594,558.0,563.409973144531,2096800.0,191845416960.0,ADBE,Technology,Software - Application,564.906656901042,-0.0079587618008235,571.02593276765
2024-09-09,567.690002441406,574.570007324219,564.440002441406,569.880004882812,1997100.0,191845416960.0,ADBE,Technology,Software - Application,569.630004882812,0.0114837011176252,570.401234846798
2024-09-10,576.75,577.799987792969,567.140014648438,574.47998046875,2030100.0,191845416960.0,ADBE,Technology,Software - Application,573.139994303386,0.0080718318707881,569.682820662269
2024-09-11,573.010009765625,581.239990234375,559.349975585938,580.380004882812,2681000.0,191845416960.0,ADBE,Technology,Software - Application,573.656656901042,0.0102702002065378,570.14775593409
2024-09-12,581.450012207031,587.75,572.97998046875,586.549987792969,5605300.0,191845416960.0,ADBE,Technology,Software - Application,582.42665608724,0.0106309363834869,575.163979646112
2024-09-13,532.570007324219,540.27001953125,526.599975585938,536.869995117188,10423500.0,191845416960.0,ADBE,Technology,Software - Application,534.579996744792,-0.0846986509414374,557.504675804794
2024-09-16,537.400024414062,537.690002441406,521.260009765625,521.5,5248200.0,191845416960.0,ADBE,Technology,Software - Application,526.816670735677,-0.0286288957419439,550.375555826594
2024-09-17,524.289978027344,527.099975585938,514.580017089844,515.030029296875,5164100.0,191845416960.0,ADBE,Technology,Software - Application,518.903340657552,-0.0124064634767498,543.207811985794
2024-09-18,517.010009765625,517.580017089844,506.489990234375,508.130004882812,3997300.0,191845416960.0,ADBE,Technology,Software - Application,510.733337402344,-0.0133973244695712,536.261206038365
2024-09-19,518.809997558594,527.47998046875,518.02001953125,526.440002441406,3582500.0,191845416960.0,ADBE,Technology,Software - Application,523.980000813802,0.036034080614501,525.606192071532
2024-09-20,526.440002441406,528.630004882812,515.719970703125,522.299987792969,6100700.0,191845416960.0,ADBE,Technology,Software - Application,522.216654459635,-0.0078641718509941,520.86548094121
2024-09-23,525.710021972656,532.0,524.960021972656,527.869995117188,2107000.0,191845416960.0,ADBE,Technology,Software - Application,528.276672363281,0.0106643834087679,520.120065127954
2024-09-24,527.719970703125,530.299987792969,521.710021972656,524.070007324219,2842100.0,191845416960.0,ADBE,Technology,Software - Application,525.360005696615,-0.0071987190560535,521.256735906059
2024-09-25,526.02001953125,526.179992675781,516.239990234375,517.900024414062,3211600.0,191845416960.0,ADBE,Technology,Software - Application,520.106669108073,-0.0117732036253314,523.407141720398
2024-09-26,520.510009765625,521.359985351562,512.109985351562,515.380004882812,3282400.0,191845416960.0,ADBE,Technology,Software - Application,516.283325195312,-0.0048658416923248,521.957314256333
2024-09-27,516.52001953125,516.679992675781,512.299987792969,515.47998046875,2718300.0,191845416960.0,ADBE,Technology,Software - Application,514.819986979167,0.0001939842155123,520.475571383749
2024-09-30,513.830017089844,518.469970703125,511.739990234375,517.780029296875,2587000.0,191845416960.0,ADBE,Technology,Software - Application,515.996663411458,0.0044619556826115,518.561556693338
2024-10-01,517.450012207031,519.0,502.5,502.799987792969,3730000.0,191845416960.0,ADBE,Technology,Software - Application,508.09999593099,-0.0289312848242685,514.804562266302
2024-10-02,503.869995117188,510.190002441406,502.820007324219,505.809997558594,1981600.0,191845416960.0,ADBE,Technology,Software - Application,506.27333577474,0.0059864953037038,512.431458355711
2024-10-03,501.019989013672,509.809997558594,498.589996337891,503.799987792969,1921600.0,191845416960.0,ADBE,Technology,Software - Application,504.066660563151,-0.0039738434893077,510.211945803832
2024-10-04,507.290008544922,508.559997558594,503.589996337891,507.220001220703,1949300.0,191845416960.0,ADBE,Technology,Software - Application,506.456665039063,0.0067884349158409,508.581130476852
2024-10-07,503.959991455078,504.869995117188,486.399993896484,487.299987792969,4870500.0,191845416960.0,ADBE,Technology,Software - Application,492.856658935547,-0.0392729257123012,501.954822973652
2024-10-08,492.450012207031,500.0,486.399993896484,496.239990234375,3551600.0,191845416960.0,ADBE,Technology,Software - Application,494.21332804362,0.0183459935673222,498.422941973528
2024-10-09,495.880004882812,495.880004882812,492.320007324219,494.079986572266,2869400.0,191845416960.0,ADBE,Technology,Software - Application,494.093332926432,-0.0043527400141387,496.577606106105
2024-10-10,490.540008544922,506.450012207031,489.350006103516,503.570007324219,2775100.0,191845416960.0,ADBE,Technology,Software - Application,499.790008544922,0.0192074583263147,496.23568157881
2024-10-11,504.779998779297,507.980010986328,494.899993896484,495.420013427734,2992400.0,191845416960.0,ADBE,Technology,Software - Application,499.433339436849,-0.0161844307205486,495.628665242291
2024-10-14,501.799987792969,514.260009765625,500.410003662109,509.649993896484,3411500.0,191845416960.0,ADBE,Technology,Software - Application,508.106669108073,0.0287230634271212,499.222881069542
2024-10-15,513.820007324219,517.77001953125,506.799987792969,508.029998779297,3605700.0,191845416960.0,ADBE,Technology,Software - Application,510.866668701172,-0.0031786424734383,503.041429155362
2024-10-16,506.390014648438,506.839996337891,500.25,502.540008544922,1859100.0,191845416960.0,ADBE,Technology,Software - Application,503.210001627604,-0.0108064292415142,504.81617754051
2024-10-17,506.510009765625,507.5,495.230010986328,496.829986572266,2769200.0,191845416960.0,ADBE,Technology,Software - Application,499.853332519531,-0.011362323149532,504.830183043182
2024-10-18,491.290008544922,499.0,491.049987792969,494.899993896484,2011100.0,191845416960.0,ADBE,Technology,Software - Application,494.983327229818,-0.0038846139080643,504.562656944544
2024-10-21,494.600006103516,500.649993896484,492.959991455078,497.709991455078,1679700.0,191845416960.0,ADBE,Technology,Software - Application,497.106658935547,0.0056779098671433,502.498535336501
2024-10-22,496.429992675781,497.339996337891,488.359985351562,493.109985351562,2388700.0,191845416960.0,ADBE,Technology,Software - Application,492.936655680338,-0.0092423422926827,497.547617276052
2024-10-23,492.0,493.829986572266,483.390014648438,485.029998779297,2021300.0,191845416960.0,ADBE,Technology,Software - Application,487.416666666667,-0.0163857695286872,494.69530548077
2024-10-24,486.630004882812,488.470001220703,480.059997558594,482.869995117188,2100300.0,191845416960.0,ADBE,Technology,Software - Application,483.799997965495,-0.0044533403450203,491.051872630384
2024-10-25,483.420013427734,488.339996337891,482.519989013672,483.720001220703,2426800.0,191845416960.0,ADBE,Technology,Software - Application,484.859995524089,0.0017603208153547,488.89180597127
2024-10-28,487.649993896484,488.489990234375,480.480010986328,481.040008544922,2302300.0,191845416960.0,ADBE,Technology,Software - Application,483.336669921875,-0.005540380114566,486.526192304116
2024-10-29,481.920013427734,487.559997558594,479.329986572266,485.390014648438,2089500.0,191845416960.0,ADBE,Technology,Software - Application,484.093332926433,0.009042919562292,484.661863175174
2024-10-30,482.239990234375,492.200012207031,482.239990234375,486.679992675781,2728600.0,191845416960.0,ADBE,Technology,Software - Application,487.039998372396,0.0026576113813905,484.740909786188
2024-10-31,486.0,486.049987792969,477.380004882812,478.079986572266,2978700.0,191845416960.0,ADBE,Technology,Software - Application,480.503326416016,-0.0176707615536688,483.890967467653
2024-11-01,475.410003662109,485.160003662109,475.049987792969,482.799987792969,2851600.0,191845416960.0,ADBE,Technology,Software - Application,481.003326416016,0.0098728274625012,483.073557249657
2024-11-04,479.029998779297,483.760009765625,477.369995117188,481.350006103516,1954900.0,191845416960.0,ADBE,Technology,Software - Application,480.826670328776,-0.0030032761518518,482.676978294393
2024-11-05,483.089996337891,486.660003662109,480.470001220703,486.420013427734,1588100.0,191845416960.0,ADBE,Technology,Software - Application,484.516672770182,0.0105328913678826,482.673850338729
2024-11-06,492.929992675781,506.209991455078,492.929992675781,504.829986572266,2969900.0,191845416960.0,ADBE,Technology,Software - Application,501.323323567708,0.0378478940757383,486.195919090599
2024-11-07,510.660003662109,510.660003662109,495.299987792969,500.920013427734,2640300.0,191845416960.0,ADBE,Technology,Software - Application,502.293334960937,-0.0077451285552196,491.148815675485
2024-11-08,503.829986572266,505.0,493.690002441406,494.679992675781,2856900.0,191845416960.0,ADBE,Technology,Software - Application,497.789998372396,-0.0124571200684382,495.137464564262
2024-11-11,493.600006103516,507.720001220703,493.600006103516,504.480010986328,3536600.0,191845416960.0,ADBE,Technology,Software - Application,501.933339436849,0.0198108240794974,498.964070512359
2024-11-12,504.390014648438,528.909973144531,504.269989013672,526.419982910156,4125300.0,191845416960.0,ADBE,Technology,Software - Application,519.86664835612,0.0434902700722122,505.732829687337
2024-11-13,523.789978027344,539.919982910156,520.590026855469,532.5,3470200.0,191845416960.0,ADBE,Technology,Software - Application,531.003336588542,0.0115497459960248,511.793788673779
2024-11-14,530.549987792969,534.640014648438,523.460021972656,529.869995117188,3098800.0,191845416960.0,ADBE,Technology,Software - Application,529.323343912761,-0.0049389763057503,516.44064980936
2024-11-15,520.299987792969,524.5,498.809997558594,503.369995117188,4612400.0,191845416960.0,ADBE,Technology,Software - Application,508.893330891927,-0.050012267620738,517.420934171202
2024-11-18,505.0,505.510009765625,497.690002441406,499.510009765625,2259700.0,191845416960.0,ADBE,Technology,Software - Application,500.903340657552,-0.0076682865268208,518.414229409538
2024-11-19,496.0,502.410003662109,495.459991455078,499.609985351562,1961700.0,191845416960.0,ADBE,Technology,Software - Application,499.159993489583,0.0002001473123309,515.573012326637
2024-11-20,505.410003662109,506.359985351562,494.609985351562,499.5,1874900.0,191845416960.0,ADBE,Technology,Software - Application,500.156656901041,-0.0002201424206615,509.601588387393
2024-11-21,502.100006103516,508.570007324219,493.100006103516,504.440002441406,2002100.0,191845416960.0,ADBE,Technology,Software - Application,502.03667195638,0.0098898947775896,503.602005732601
2024-11-22,502.5,513.369995117188,502.5,512.150024414062,2287200.0,191845416960.0,ADBE,Technology,Software - Application,509.340006510417,0.0152843191169234,502.515717719789
2024-11-25,519.090026855469,523.210021972656,513.190002441406,518.72998046875,3320000.0,191845416960.0,ADBE,Technology,Software - Application,518.376668294271,0.0128477120785377,507.434670738321
2024-11-26,519.950012207031,525.760009765625,516.359985351562,525.299987792969,2415700.0,191845416960.0,ADBE,Technology,Software - Application,522.473327636719,0.0126655631476746,511.85162532015
2024-11-27,523.210021972656,525.880004882812,508.720001220703,513.679992675781,2324200.0,191845416960.0,ADBE,Technology,Software - Application,516.093332926432,-0.0221206841561314,514.425514568645
2024-11-29,517.650024414062,517.650024414062,513.580017089844,515.929992675781,1450200.0,191845416960.0,ADBE,Technology,Software - Application,515.720011393229,0.0043801589162149,516.687132149704
2024-12-02,512.849975585938,518.77001953125,511.529998779297,516.200012207031,2006900.0,191845416960.0,ADBE,Technology,Software - Application,515.500010172526,0.0005233646717253,517.939360218313
2024-12-03,511.040008544922,516.780029296875,504.510009765625,516.260009765625,2119300.0,191845416960.0,ADBE,Technology,Software - Application,512.516682942708,0.0001162292855001,516.684632965096
2024-12-04,523.02001953125,541.77001953125,521.010009765625,536.489990234375,3307000.0,191845416960.0,ADBE,Technology,Software - Application,533.090006510417,0.0391856430598492,520.277625273542
2024-12-05,534.419982910156,540.109985351562,529.789978027344,538.219970703125,2629100.0,191845416960.0,ADBE,Technology,Software - Application,536.039978027344,0.0032246276729119,524.722006068171
2024-12-06,544.150024414062,554.369995117188,542.900024414062,552.960021972656,2964100.0,191845416960.0,ADBE,Technology,Software - Application,550.076680501302,0.0273866672956686,531.493522616477
2024-12-09,556.099975585938,557.900024414062,546.109985351562,547.929992675781,3588700.0,191845416960.0,ADBE,Technology,Software - Application,550.646667480468,-0.0090965514630345,538.395965839952
2024-12-10,547.349975585938,552.830017089844,544.219970703125,547.049987792969,2762900.0,191845416960.0,ADBE,Technology,Software - Application,548.033325195313,-0.0016060535005842,543.737828728729
2024-12-11,547.049987792969,552.299987792969,541.739990234375,549.929992675781,6690600.0,191845416960.0,ADBE,Technology,Software - Application,547.989990234375,0.0052646100851427,547.154007605793
2024-12-12,487.5,494.0,470.899993896484,474.630004882812,17344900.0,191845416960.0,ADBE,Technology,Software - Application,479.843332926432,-0.136926497546685,513.023990512515
2024-12-13,473.980010986328,474.910003662109,456.799987792969,465.690002441406,11395500.0,191845416960.0,ADBE,Technology,Software - Application,465.799997965495,-0.0188357296197768,497.515887008536
2024-12-16,467.190002441406,473.619995117188,461.200012207031,461.529998779297,5807000.0,191845416960.0,ADBE,Technology,Software - Application,465.450002034505,-0.0089329889847322,488.950675253235
2024-12-17,460.589996337891,465.859985351562,452.480010986328,455.230010986328,7514500.0,191845416960.0,ADBE,Technology,Software - Application,457.856669108073,-0.0136502238416394,480.809649404247
2024-12-18,453.239990234375,455.25,441.100006103516,441.309997558594,6511100.0,191845416960.0,ADBE,Technology,Software - Application,445.88666788737,-0.0305779783665275,466.874668791302
2024-12-19,443.410003662109,449.0,437.109985351562,437.390014648438,6479500.0,191845416960.0,ADBE,Technology,Software - Application,441.166666666667,-0.0088826061767057,456.491743802069
2024-12-20,433.019989013672,451.420013427734,432.470001220703,447.170013427734,8220000.0,191845416960.0,ADBE,Technology,Software - Application,443.68667602539,0.0223599040941913,450.371934481361
2024-12-23,447.0,451.429992675781,443.420013427734,446.739990234375,3781200.0,191845416960.0,ADBE,Technology,Software - Application,447.196665445963,-0.0009616548078943,447.309000048413
2024-12-24,446.5,448.869995117188,442.570007324219,447.940002441406,1685000.0,191845416960.0,ADBE,Technology,Software - Application,446.460001627604,0.0026861535417983,444.284236152898
2024-12-26,445.850006103516,452.339996337891,444.679992675781,450.160003662109,2131200.0,191845416960.0,ADBE,Technology,Software - Application,449.059997558594,0.0049560235937922,444.272777584285
2024-12-27,446.880004882812,449.910003662109,441.109985351562,446.480010986328,2947200.0,191845416960.0,ADBE,Technology,Software - Application,445.833333333333,-0.0081748548201612,445.590435066688
2024-12-30,442.940002441406,447.600006103516,438.570007324219,445.799987792969,3473200.0,191845416960.0,ADBE,Technology,Software - Application,443.990000406901,-0.0015230764572343,446.31025341615
2024-12-31,446.350006103516,448.5,442.809997558594,444.679992675781,2285100.0,191845416960.0,ADBE,Technology,Software - Application,445.329996744792,-0.002512326486891,445.863693788716
2025-01-02,447.760009765625,450.119995117188,440.559997558594,441.0,2504700.0,191845416960.0,ADBE,Technology,Software - Application,443.893330891927,-0.0082755975901621,445.418467151623
2025-01-03,429.450012207031,433.299987792969,425.320007324219,430.570007324219,5617000.0,191845416960.0,ADBE,Technology,Software - Application,429.730000813802,-0.0236507770425873,439.720374478874
2025-01-06,431.880004882812,436.410003662109,427.790008544922,431.179992675781,3994400.0,191845416960.0,ADBE,Technology,Software - Application,431.793334960937,0.001416692619518,436.940987255454
2025-01-07,431.369995117188,435.179992675781,420.510009765625,422.630004882812,4181400.0,191845416960.0,ADBE,Technology,Software - Application,426.106669108073,-0.0198292776524955,433.185578949885
2025-01-08,417.339996337891,422.660003662109,415.510009765625,419.579986572266,3508800.0,191845416960.0,ADBE,Technology,Software - Application,419.25,-0.0072167576256013,429.315680557833
2025-01-10,410.0,413.100006103516,405.320007324219,405.920013427734,5564300.0,191845416960.0,ADBE,Technology,Software - Application,408.113342285156,-0.0325563029259961,422.559383554764
2025-01-13,404.269989013672,409.959991455078,403.75,408.5,4558800.0,191845416960.0,ADBE,Technology,Software - Application,407.403330485026,0.0063558989133836,417.544147107164
2025-01-14,407.25,412.75,405.070007324219,412.709991455078,3577100.0,191845416960.0,ADBE,Technology,Software - Application,410.176666259766,0.010305976634218,413.651224501586
2025-01-15,421.700012207031,423.970001220703,415.660003662109,417.279998779297,4345800.0,191845416960.0,ADBE,Technology,Software - Application,418.970001220703,0.0110731686143741,412.307354170541
2025-01-16,418.209991455078,428.890014648438,418.0,426.929992675781,4185600.0,191845416960.0,ADBE,Technology,Software - Application,424.606669108073,0.0231259440297018,413.527223946721
2025-01-17,434.350006103516,435.989990234375,425.700012207031,429.989990234375,4012700.0,191845416960.0,ADBE,Technology,Software - Application,430.559997558594,0.0071674457430723,418.288919904255
2025-01-21,433.260009765625,439.980010986328,431.5,436.359985351562,3833300.0,191845416960.0,ADBE,Technology,Software - Application,435.946665445963,0.0148142869877388,424.167927698457
2025-01-22,438.0,439.730010986328,433.429992675781,437.320007324219,3391600.0,191845416960.0,ADBE,Technology,Software - Application,436.826670328776,0.0022000687617667,428.871328618956
2025-01-23,435.880004882812,437.730010986328,432.489990234375,437.279998779297,2716700.0,191845416960.0,ADBE,Technology,Software - Application,435.833333333333,-9.14857409949343e-05,432.286058954563
2025-01-24,437.279998779297,441.880004882812,434.730010986328,435.380004882812,2631800.0,191845416960.0,ADBE,Technology,Software - Application,437.330006917317,-0.0043450281325214,435.024346821502
2025-01-27,430.230010986328,445.450012207031,430.119995117188,438.600006103516,5086300.0,191845416960.0,ADBE,Technology,Software - Application,438.056671142578,0.0073958408392473,436.912114194762
2025-01-28,436.269989013672,445.809997558594,431.640014648438,442.839996337891,5376400.0,191845416960.0,ADBE,Technology,Software - Application,440.096669514974,0.0096671002630452,437.996450745284
2025-01-29,439.920013427734,444.359985351562,438.829986572266,441.679992675781,2997600.0,191845416960.0,ADBE,Technology,Software - Application,441.623321533203,-0.0026194645282783,438.785407783186
2025-01-30,439.670013427734,448.420013427734,439.230010986328,446.0,3290100.0,191845416960.0,ADBE,Technology,Software - Application,444.550008138021,0.0097808535497556,440.177716823716
2025-01-31,446.980010986328,447.010009765625,435.829986572266,437.450012207031,4689100.0,191845416960.0,ADBE,Technology,Software - Application,440.096669514974,-0.0191703762174192,440.509560569897
2025-02-03,437.799987792969,442.739990234375,430.880004882812,438.600006103516,3348700.0,191845416960.0,ADBE,Technology,Software - Application,437.406667073568,0.0026288578452267,440.615411885913
2025-02-04,435.429992675781,443.579986572266,434.260009765625,440.230010986328,2647700.0,191845416960.0,ADBE,Technology,Software - Application,439.356669108073,0.0037163813500433,440.583372743631
2025-02-05,440.75,444.950012207031,436.269989013672,437.630004882812,2937800.0,191845416960.0,ADBE,Technology,Software - Application,439.616668701172,-0.0059060173968847,440.231147074779
2025-02-06,437.630004882812,439.959991455078,434.350006103516,435.399993896484,2568100.0,191845416960.0,ADBE,Technology,Software - Application,436.569997151693,-0.0050956537747569,438.772861571262
2025-02-07,436.239990234375,441.0,432.410003662109,433.070007324219,2693500.0,191845416960.0,ADBE,Technology,Software - Application,435.493336995443,-0.0053513702455837,437.713332184131
2025-02-10,439.25,453.369995117188,439.0,451.100006103516,3946700.0,191845416960.0,ADBE,Technology,Software - Application,447.823333740235,0.0416329888340636,440.479901462965
2025-02-11,449.0,461.549987792969,448.290008544922,458.820007324219,3257000.0,191845416960.0,ADBE,Technology,Software - Application,456.220001220703,0.017113724487362,444.001237247126
2025-02-12,458.0,463.0,451.299987792969,462.760009765625,3308500.0,191845416960.0,ADBE,Technology,Software - Application,459.019999186198,0.0085872507268887,447.967976989593
2025-02-13,465.209991455078,465.700012207031,457.029998779297,459.220001220703,2794400.0,191845416960.0,ADBE,Technology,Software - Application,460.65000406901,-0.0076497719556945,452.012314743259
2025-02-14,463.350006103516,464.989990234375,458.0,460.160003662109,2623000.0,191845416960.0,ADBE,Technology,Software - Application,461.049997965495,0.0020469544856653,456.293634403242
2025-02-18,462.649993896484,464.329986572266,453.070007324219,464.109985351562,2973800.0,191845416960.0,ADBE,Technology,Software - Application,460.503326416016,0.0085839309327575,459.365737055183
2025-02-19,463.609985351562,463.609985351562,455.320007324219,456.989990234375,2965500.0,191845416960.0,ADBE,Technology,Software - Application,458.639994303385,-0.015341180629401,459.917619844537
2025-02-20,457.440002441406,461.0,451.570007324219,454.690002441406,2337600.0,191845416960.0,ADBE,Technology,Software - Application,455.753336588542,-0.0050329062826723,459.423644205688
2025-02-21,453.279998779297,453.75,440.690002441406,444.320007324219,3376000.0,191845416960.0,ADBE,Technology,Software - Application,446.253336588542,-0.0228067365930777,456.069046700973
2025-02-24,445.109985351562,446.279998779297,440.910003662109,444.420013427734,2807900.0,191845416960.0,ADBE,Technology,Software - Application,443.870005289713,0.0002250767506897,452.796840215473
2025-02-25,443.470001220703,447.489990234375,439.170013427734,443.410003662109,2612700.0,191845416960.0,ADBE,Technology,Software - Application,443.356669108073,-0.0022726468995736,449.422166731961
2025-02-26,443.799987792969,447.649993896484,438.399993896484,441.5,1947600.0,191845416960.0,ADBE,Technology,Software - Application,442.516662597656,-0.004307533989613,446.304504979371
2025-02-27,441.790008544922,444.570007324219,436.820007324219,437.190002441406,2340200.0,191845416960.0,ADBE,Technology,Software - Application,439.526672363281,-0.0097621688756375,443.40417537635
2024-07-12,182.020004272461,186.990005493164,179.690002441406,181.610000610352,50827400.0,159179751424.0,AMD,Technology,Semiconductors,182.763336181641,-0.0018137948039233,180.791706764677
2024-07-15,184.449996948242,185.5,178.539993286133,179.830001831055,42202700.0,159179751424.0,AMD,Technology,Semiconductors,181.289998372396,-0.009801215645145,181.673782738704
2024-07-16,179.690002441406,179.75,174.529998779297,177.550003051758,40633100.0,159179751424.0,AMD,Technology,Semiconductors,177.276667277018,-0.0126786340214743,181.69726987317
2024-07-17,169.800003051758,169.800003051758,159.369995117188,159.429992675781,76954200.0,159179751424.0,AMD,Technology,Semiconductors,162.866663614909,-0.102055815626738,175.887107751789
