Date,Ticker,Position_Type,Shares,Weight,Allocation
2024-08-19,ASML,Short,123.75664422917949,0.2,115481.55466335062
2024-08-19,TTWO,Short,767.332329460872,0.2,115368.03206827736
2024-08-19,ADBE,Short,205.0779879692046,0.2,115481.36033300566
2024-08-19,PDD,Short,764.2347635325857,0.2,115481.9688102471
2024-08-20,BKR,Long,3355.3997536614033,0.2,114785.79750296981
2024-08-20,FAST,Long,1715.8179354658616,0.2,114673.43427829574
2024-08-20,CSCO,Long,2284.7973460557337,0.2,114786.92644818913
2024-08-20,CSX,Long,3418.350692126546,0.2,114673.43427829574
2024-08-20,CSGP,Long,1533.7817760244948,0.2,114787.6351331109
2024-08-20,ASML,Short,123.93727289354149,0.2,114788.0552061415
2024-08-20,REGN,Short,96.28026838887675,0.2,114787.97587521956
2024-08-20,TTWO,Short,741.4780977394587,0.2,114784.22000724685
2024-08-20,ADBE,Short,204.15868830733044,0.2,114787.70562456164
2024-08-20,SNPS,Short,206.07187487843487,0.2,114673.43427829574
2024-08-21,BKR,Long,3318.7526935975034,0.2,114329.77033519435
2024-08-21,CSX,Long,3383.575902003119,0.2,114329.8577862514
2024-08-21,ABNB,Long,971.541744816029,0.2,114216.70179361507
2024-08-21,FAST,Long,1677.6380083135593,0.2,114328.43086434783
2024-08-21,PCAR,Long,1190.7002376957212,0.2,114216.70179361507
2024-08-21,ASML,Short,121.16344104163443,0.2,114328.41541100836
2024-08-21,REGN,Short,96.45421239746958,0.2,114330.82664365631
2024-08-21,TTWO,Short,714.256435278759,0.2,114326.67545473206
2024-08-21,ADBE,Short,202.07327324012095,0.2,114329.85291949646
2024-08-21,CRWD,Short,418.47310274975854,0.2,114216.70179361507
2024-08-22,BKR,Long,3286.7929965186513,0.2,113787.66358412342
2024-08-22,CSX,Long,3424.2784109633617,0.2,113787.41748444804
2024-08-22,ABNB,Long,985.610853500632,0.2,113787.14575024745
2024-08-22,XEL,Long,1899.0115738650907,0.2,113674.98125877336
2024-08-22,CPRT,Long,2178.192311883206,0.2,113674.98125877336
2024-08-22,ASML,Short,125.3580628993319,0.2,113784.96252850354
2024-08-22,SNPS,Short,207.62100962611638,0.2,113674.98125877336
2024-08-22,ADBE,Short,204.12738506466047,0.2,113787.62498470167
2024-08-22,TTWO,Short,717.0054960108974,0.2,113788.33375287236
2024-08-22,CRWD,Short,425.1560446903684,0.2,113786.98140612328
2024-08-23,BKR,Long,3253.070081074697,0.2,114571.94450536044
2024-08-23,ADSK,Long,448.84876084025467,0.2,114458.55909425707
2024-08-23,XEL,Long,1905.740756188194,0.2,114572.72766804947
2024-08-23,CSX,Long,3400.8054881798494,0.2,114572.3414237472
2024-08-23,ABNB,Long,980.5146232146361,0.2,114572.5367319824
2024-08-23,ASML,Short,126.28478164278567,0.2,114572.29145162732
2024-08-23,PANW,Short,653.3036762736054,0.2,114458.55909425707
2024-08-23,SNPS,Short,212.4124086745649,0.2,114570.54779368061
2024-08-23,ADBE,Short,205.2178662575397,0.2,114572.52341084687
2024-08-23,REGN,Short,95.54767887536252,0.2,114458.55909425707
2024-08-26,BKR,Long,3254.010490225183,0.2,115289.55934302701
2024-08-26,XEL,Long,1875.84761436891,0.2,115287.75542925466
2024-08-26,ADSK,Long,449.9808614291981,0.2,115289.30260624127
2024-08-26,AXON,Long,319.81357536936656,0.2,115174.30306906177
2024-08-26,APP,Long,1282.5630597901647,0.2,115174.30306906177
2024-08-26,PANW,Short,664.2636222831337,0.2,115287.69045352085
2024-08-26,REGN,Short,96.12512663405306,0.2,115288.90008820797
2024-08-26,QCOM,Short,680.2146965909056,0.2,115174.30306906177
2024-08-26,CRWD,Short,433.63145439148593,0.2,115174.30306906177
2024-08-26,ASML,Short,130.51996805241166,0.2,115285.85167922635
2024-08-27,BKR,Long,3280.2848814416384,0.2,116121.15969486232
2024-08-27,ABNB,Long,994.7069721884046,0.2,116005.96771854312
2024-08-27,ADSK,Long,451.8545243822457,0.2,116121.60829572748
2024-08-27,XEL,Long,1907.0798320305585,0.2,116120.18807863712
2024-08-27,APP,Long,1285.9588691463618,0.2,116121.78316675624
2024-08-27,PANW,Short,663.1947742584747,0.2,116121.90265840529
2024-08-27,REGN,Short,96.62668824451801,0.2,116121.48705166558
2024-08-27,ASML,Short,130.4918519027108,0.2,116122.06478835204
2024-08-27,ADBE,Short,204.50510427690344,0.2,116005.96771854312
2024-08-27,QCOM,Short,667.6369499124402,0.2,116119.90216096381
2024-08-28,XEL,Long,1902.6263238229237,0.2,115451.09567133113
2024-08-28,PEP,Long,663.8188082204421,0.2,115335.91454430032
2024-08-28,ABNB,Long,982.3140228820233,0.2,115449.90936689368
2024-08-28,CPRT,Long,2169.7306501909075,0.2,115335.91454430032
2024-08-28,CSX,Long,3423.8244878629116,0.2,115335.91454430032
2024-08-28,PANW,Short,658.8937627319765,0.2,115450.61228696561
2024-08-28,ASML,Short,129.99376811443753,0.2,115450.92354705321
2024-08-28,QCOM,Short,671.8147326725549,0.2,115450.64795821771
2024-08-28,TTWO,Short,726.1092195610726,0.2,115335.91454430032
2024-08-28,ADBE,Short,205.9645528165676,0.2,115450.54783095818
2024-08-29,XEL,Long,1887.9961388464517,0.2,115903.18366439544
2024-08-29,CSX,Long,3414.9701385147314,0.2,115903.78129483749
2024-08-29,PEP,Long,673.5085378459172,0.2,115902.41430590645
2024-08-29,ADSK,Long,448.8404789541629,0.2,115788.17772963077
2024-08-29,APP,Long,1265.1902744157985,0.2,115788.17772963077
2024-08-29,BKNG,Short,29.789190442602397,0.2,115788.17772963077
2024-08-29,ASML,Short,130.5652509745039,0.2,115903.57450037995
2024-08-29,PANW,Short,647.129251423895,0.2,115901.97472869465
2024-08-29,QCOM,Short,683.8402150864108,0.2,115902.04361236183
2024-08-29,REGN,Short,98.31294184638756,0.2,115788.17772963077
2024-08-30,XEL,Long,1905.1236822469893,0.2,116649.6734724121
2024-08-30,AXON,Long,319.617288549001,0.2,116534.0714696948
2024-08-30,CMCSA,Long,2947.958632588636,0.2,116534.0714696948
2024-08-30,CSX,Long,3403.8727935137813,0.2,116650.34188586842
2024-08-30,ABNB,Long,994.3800581329139,0.2,116534.0714696948
2024-08-30,BKNG,Short,29.83982082780898,0.2,116650.52426606692
2024-08-30,ADBE,Short,203.0792076142025,0.2,116534.0714696948
2024-08-30,QCOM,Short,665.4347984092453,0.2,116647.49572228701
2024-08-30,PANW,Short,643.199833476557,0.2,116650.00955264535
2024-08-30,TXN,Short,544.2321740455549,0.2,116534.0714696948
2024-09-03,GILD,Long,1454.4215157652502,0.2,115801.4729775803
2024-09-03,XEL,Long,1854.0849251314055,0.2,115914.19942483002
2024-09-03,PEP,Long,652.9086107440003,0.2,115801.4729775803
2024-09-03,CPRT,Long,2165.870504045055,0.2,115801.4729775803
2024-09-03,BKR,Long,3410.33788301881,0.2,115801.4729775803
2024-09-03,QCOM,Short,710.1040582408123,0.2,115910.09855772796
2024-09-03,TTWO,Short,743.5368499431514,0.2,115801.4729775803
2024-09-03,PANW,Short,652.9269607506044,0.2,115915.66346237203
2024-09-03,ASML,Short,137.1170564584364,0.2,115801.4729775803
2024-09-03,ADBE,Short,202.9934765134738,0.2,115917.34141206236
2024-09-04,ADSK,Long,462.9641508461939,0.2,118303.17543963154
2024-09-04,BKR,Long,3476.8523858466856,0.2,118419.33155261054
2024-09-04,ABNB,Long,1027.8760348729838,0.2,118303.17543963154
2024-09-04,XEL,Long,1874.9461260728672,0.2,118420.27944321992
2024-09-04,SNPS,Long,247.9877648302465,0.2,118303.17543963154
2024-09-04,QCOM,Short,716.2740925732229,0.2,118420.57694488073
2024-09-04,TTWO,Short,749.3141107786856,0.2,118420.68399840454
2024-09-04,BKNG,Short,31.170058579085815,0.2,118303.17543963154
2024-09-04,PANW,Short,684.2212862906023,0.2,118416.18077137087
2024-09-04,ADBE,Short,205.86109871650274,0.2,118419.9474369959
2024-09-05,ADSK,Long,469.6187889588107,0.2,118234.24906432167
2024-09-05,BKR,Long,3466.312588300155,0.2,118235.56499008698
2024-09-05,ABNB,Long,1017.8712187933227,0.2,118234.76234311526
2024-09-05,PDD,Long,1275.7436783908247,0.2,118117.68857808513
2024-09-05,AXON,Long,333.19035502256094,0.2,118117.68857808513
2024-09-05,TTWO,Short,752.8073751464163,0.2,118235.37585049465
2024-09-05,QCOM,Short,722.2720018740812,0.2,118234.94264485347
2024-09-05,BKNG,Short,31.26379688575891,0.2,118235.56999557147
2024-09-05,ADBE,Short,208.18749850755998,0.2,118234.60327037142
2024-09-05,TSLA,Short,513.689557471354,0.2,118117.68857808513
2024-09-06,CSX,Long,3532.2069988964954,0.2,117751.87403659169
2024-09-06,BKR,Long,3472.8859325178278,0.2,117869.52068107834
2024-09-06,ADSK,Long,470.7822266210535,0.2,117869.45249049025
2024-09-06,PDD,Long,1263.3412639331245,0.2,117868.58663506531
2024-09-06,ABNB,Long,1031.4118396869058,0.2,117868.19635823288
2024-09-06,BKNG,Short,31.58903364613491,0.2,117868.53020815448
2024-09-06,TTWO,Short,752.6322924525984,0.2,117869.71636067129
2024-09-06,QCOM,Short,745.1150007032293,0.2,117866.13024633152
2024-09-06,PANW,Short,701.9816640440635,0.2,117751.87403659169
2024-09-06,ASML,Short,156.57719579270307,0.2,117751.87403659169
2024-09-09,CSX,Long,3519.4988117936086,0.2,118817.84495041506
2024-09-09,ABNB,Long,1021.1264468506682,0.2,118817.07717047363
2024-09-09,ADSK,Long,464.732955879618,0.2,118816.72736175093
2024-09-09,CPRT,Long,2404.254924749345,0.2,118699.45570481154
2024-09-09,BKR,Long,3526.811481808513,0.2,118816.45722710878
2024-09-09,BKNG,Short,31.244205679128672,0.2,118816.96263599992
2024-09-09,ADBE,Short,208.49700456366014,0.2,118699.45570481154
2024-09-09,QCOM,Short,739.0574785171119,0.2,118817.30011092259
2024-09-09,PANW,Short,690.7035500334864,0.2,118816.33386129649
2024-09-09,TTWO,Short,760.0963946499352,0.2,118817.10719028016
2024-09-10,CSX,Long,3534.5695122902853,0.2,118442.91340504155
2024-09-10,ADSK,Long,459.7780565941549,0.2,118442.14199265755
