,Strategy,S&P500,Excess_Return,Rolling_3M_Sharpe,Rolling_3M_Beta
2025-01-17,1.4067108665883858,1.0648953383927262,1.3200013412124434,2.1176619043678957,0.9358293499922957
2025-01-21,1.4287808984435502,1.0742325825634302,1.3291369068425043,2.3916158287289826,0.9477216051443034
2025-01-22,1.4295871429161369,1.080826159336476,1.3217287587582816,2.271574998386631,0.9387950285106608
2025-01-23,1.4334959255427995,1.0865691142407705,1.3183196470322165,2.6474444992380795,0.9283044025916569
2025-01-24,1.4367584564738596,1.0834668156454412,1.3250840222852152,2.636930486246036,0.9258893861563202
2025-01-27,1.4506520278585648,1.0676690940460882,1.3572183661840755,3.2902252343151144,0.8327886491853908
2025-01-28,1.4372465266995564,1.0775107283707703,1.3321656254377854,3.0233697788865137,0.7994941077937536
2025-01-29,1.4365644711765868,1.0724691679920955,1.3377665008979756,2.856405578742549,0.7987742885004608
2025-01-30,1.4539223264093228,1.0781268872901737,1.346873318127183,3.1701312916830084,0.807523478243073
2025-01-31,1.4542051278789934,1.0726857687492963,1.353932732514412,3.126122975159948,0.8046791182883974
2025-02-03,1.4631163024317106,1.0645241342928156,1.3725309806915713,3.3668834338581126,0.7841551653616166
2025-02-04,1.4647198140526785,1.0722151953668588,1.3641188406111155,3.6761294950368955,0.7820068595042166
2025-02-05,1.501818896486556,1.0764061338767827,1.39333796194243,3.9450787418205904,0.7934848700769841
2025-02-06,1.5188422808346573,1.0803288793754888,1.4040539558450718,4.13149565978307,0.798940789721765
2025-02-07,1.51078039778783,1.070103814887339,1.4098904071841456,3.733315801533013,0.794799649300137
2025-02-10,1.5229809620696282,1.0772869307109088,1.4118122698875788,3.3177400965549184,0.671141066696851
2025-02-11,1.5077382734696143,1.0776527588112412,1.3972027811515066,2.797340031720446,0.6630892020578901
2025-02-12,1.5463404674737853,1.0747173763318494,1.436780760546424,3.2061195592182075,0.6444458083497506
2025-02-13,1.5619987100460757,1.0859226936463227,1.4363493056722567,3.281986497057226,0.6472131379679582
2025-02-14,1.568558381918954,1.0858445682330968,1.4424846446204755,3.4787743813888876,0.6434682128972767
2025-02-18,1.5701548708541124,1.0884994449280434,1.440425957563042,3.587014474969707,0.6418028780880245
2025-02-19,1.5742257352635607,1.0910867747895794,1.4407366316989452,3.725046752906404,0.638912807256801
2025-02-20,1.5801245894221683,1.0863578027734782,1.4523797018632032,4.590038242019139,0.5670607803173191
2025-02-21,1.5503067426307169,1.067820055582633,1.4497560647727195,4.06938227097964,0.6251029885718428
2025-02-24,1.5604223365967942,1.062513943998906,1.466419568074176,4.230546556671968,0.6209851029795135
2025-02-25,1.5585114974256646,1.057541664647054,1.4714862904267467,4.187741432462977,0.6221621196563575
2025-02-26,1.537501620615945,1.0576855159906071,1.4514494193020737,3.5585076358468855,0.6148676734268645
2025-02-27,1.5089041295203889,1.0409058073715185,1.4474790941562656,2.5178708731502146,0.6354410603356984
